image_names,cell_type,xmin,xmax,ymin,ymax
GREEN_DATA (399).jpg,Unripe,246,395,494,662
RED_DATA (262).jpg,Unripe,191,399,189,385
RED_DATA (655).jpg,Ripe,484,934,372,815
RED_DATA (154).jpg,Ripe,359,521,185,355
RED_DATA (662).jpg,Ripe,555,1122,275,840
GREEN_DATA (785).jpg,Unripe,457,757,319,601
BLACK_DATA (558).jpg,Rotten,183,281,279,375
RED_DATA (568).jpg,Ripe,5,204,543,875
BLACK_DATA (865).jpg,Rotten,610,634,423,445
RED_DATA (503).jpg,Ripe,247,459,493,733
GREEN_DATA (384).jpg,Unripe,250,395,646,807
GREEN_DATA (360).jpg,Unripe,92,345,489,674
BLACK_DATA (303).jpg,Rotten,654,816,355,482
BLACK_DATA (180).jpg,Rotten,375,466,745,817
RED_DATA (570).jpg,Ripe,640,947,387,703
GREEN_DATA (752).jpg,Unripe,492,849,107,429
GREEN_DATA (566).jpg,Unripe,148,297,703,876
BLACK_DATA (524).jpg,Rotten,0,262,192,462
GREEN_DATA (229).jpg,Unripe,614,719,267,392
RED_DATA (654).jpg,Ripe,1224,1399,214,386
BLACK_DATA (97).jpg,Rotten,325,401,703,773
RED_DATA (550).jpg,Ripe,885,1302,215,702
RED_DATA (648).jpg,Ripe,80,277,695,830
GREEN_DATA (51).jpg,Unripe,389,734,72,387
GREEN_DATA (642).jpg,Unripe,417,655,621,899
RED_DATA (612).jpg,Ripe,717,982,270,553
GREEN_DATA (528).jpg,Ripe,149,299,82,242
BLACK_DATA (727).jpg,Rotten,390,434,295,335
BLACK_DATA (753).jpg,Rotten,504,659,269,471
GREEN_DATA (734).jpg,Unripe,468,603,264,437
BLACK_DATA (806).jpg,Rotten,234,751,137,657
GREEN_DATA (43).jpg,Unripe,433,691,375,616
RED_DATA (526).jpg,Ripe,503,729,159,348
GREEN_DATA (740).jpg,Unripe,167,397,374,554
RED_DATA (329).jpg,Unripe,0,172,1,202
BLACK_DATA (324).jpg,Rotten,409,742,222,516
RED_DATA (240).jpg,Ripe,699,839,195,335
RED_DATA (394).jpg,Ripe,690,1185,257,754
BLACK_DATA (345).jpg,Rotten,544,590,443,489
GREEN_DATA (827).jpg,Unripe,616,771,225,335
RED_DATA (250).jpg,Unripe,175,426,234,477
BLACK_DATA (557).jpg,Rotten,294,676,243,608
RED_DATA (23).jpg,Ripe,327,561,232,490
RED_DATA (261).jpg,Ripe,277,641,327,630
BLACK_DATA (681).jpg,Rotten,275,429,166,315
BLACK_DATA (126).jpg,Rotten,182,499,235,525
RED_DATA (330).jpg,Ripe,641,951,320,657
GREEN_DATA (358).jpg,Unripe,322,385,385,463
BLACK_DATA (342).jpg,Rotten,834,974,177,402
RED_DATA (21).jpg,Ripe,482,736,377,607
RED_DATA (679).jpg,Ripe,364,1054,250,920
RED_DATA (751).jpg,Ripe,519,781,105,355
BLACK_DATA (411).jpg,Rotten,352,534,294,439
BLACK_DATA (153).jpg,Rotten,715,762,268,311
RED_DATA (528).jpg,Ripe,337,712,377,794
GREEN_DATA (30).jpg,Unripe,714,796,423,501
BLACK_DATA (717).jpg,Rotten,632,692,358,416
BLACK_DATA (153).jpg,Rotten,407,446,316,358
BLACK_DATA (318).jpg,Rotten,54,154,172,282
GREEN_DATA (454).jpg,Unripe,455,523,271,347
GREEN_DATA (612).jpg,Unripe,307,669,175,552
GREEN_DATA (102).jpg,Unripe,218,390,55,266
RED_DATA (522).jpg,Ripe,747,1050,484,795
BLACK_DATA (811).jpg,Rotten,474,555,364,436
RED_DATA (244).jpg,Ripe,389,584,334,566
GREEN_DATA (421).jpg,Unripe,633,711,224,317
BLACK_DATA (350).jpg,Rotten,78,372,244,563
BLACK_DATA (637).jpg,Rotten,839,913,277,358
BLACK_DATA (101).jpg,Rotten,309,401,507,576
BLACK_DATA (4).jpg,Rotten,272,417,377,521
BLACK_DATA (787).jpg,Rotten,686,901,152,342
BLACK_DATA (260).jpg,Rotten,546,644,32,125
GREEN_DATA (268).jpg,Unripe,494,622,11,127
GREEN_DATA (107).jpg,Ripe,629,786,317,509
BLACK_DATA (811).jpg,Rotten,802,888,6,81
BLACK_DATA (448).jpg,Rotten,831,996,265,445
BLACK_DATA (244).jpg,Rotten,627,732,301,409
BLACK_DATA (779).jpg,Rotten,69,519,286,792
RED_DATA (66).jpg,Ripe,526,676,147,350
RED_DATA (457).jpg,Ripe,989,1301,429,738
RED_DATA (447).jpg,Ripe,705,1182,335,830
RED_DATA (832).jpg,Ripe,329,477,302,525
RED_DATA (892).jpg,Ripe,109,854,90,747
BLACK_DATA (314).jpg,Rotten,731,971,335,542
BLACK_DATA (349).jpg,Rotten,422,794,410,677
RED_DATA (265).jpg,Ripe,314,726,142,544
RED_DATA (681).jpg,Ripe,685,1037,305,635
BLACK_DATA (48).jpg,Rotten,644,784,296,418
GREEN_DATA (392).jpg,Unripe,142,292,194,357
BLACK_DATA (618).jpg,Rotten,531,831,201,453
GREEN_DATA (260).jpg,Unripe,464,571,296,417
RED_DATA (580).jpg,Ripe,40,310,2,182
RED_DATA (361).jpg,Ripe,287,727,407,857
RED_DATA (450).jpg,Ripe,942,1332,112,540
GREEN_DATA (576).jpg,Unripe,487,839,255,542
BLACK_DATA (858).jpg,Rotten,485,627,421,527
BLACK_DATA (190).jpg,Rotten,187,826,40,645
BLACK_DATA (288).jpg,Rotten,627,674,232,260
GREEN_DATA (574).jpg,Unripe,337,554,339,527
RED_DATA (833).jpg,Ripe,392,686,199,434
GREEN_DATA (445).jpg,Unripe,184,297,354,487
RED_DATA (401).jpg,Ripe,864,1042,510,758
BLACK_DATA (524).jpg,Rotten,304,576,492,686
RED_DATA (423).jpg,Ripe,926,1105,407,622
RED_DATA (263).jpg,Ripe,674,849,411,571
GREEN_DATA (778).jpg,Unripe,432,606,467,610
RED_DATA (256).jpg,Ripe,397,589,512,692
BLACK_DATA (98).jpg,Rotten,339,430,305,396
BLACK_DATA (204).jpg,Rotten,450,597,308,444
RED_DATA (725).jpg,Ripe,586,892,492,778
RED_DATA (389).jpg,Ripe,745,1376,389,1033
BLACK_DATA (859).jpg,Rotten,382,520,172,290
BLACK_DATA (560).jpg,Rotten,461,920,216,614
BLACK_DATA (99).jpg,Rotten,517,603,697,779
GREEN_DATA (155).jpg,Ripe,149,589,170,562
RED_DATA (812).jpg,Ripe,87,884,159,904
BLACK_DATA (318).jpg,Rotten,202,302,587,674
BLACK_DATA (697).jpg,Rotten,537,574,358,394
BLACK_DATA (608).jpg,Rotten,831,876,575,620
GREEN_DATA (16).jpg,Unripe,469,818,142,516
BLACK_DATA (99).jpg,Rotten,495,563,268,341
RED_DATA (90).jpg,Ripe,546,694,279,467
GREEN_DATA (82).jpg,Unripe,295,333,361,410
GREEN_DATA (695).jpg,Unripe,347,456,52,157
BLACK_DATA (341).jpg,Rotten,348,563,420,630
GREEN_DATA (393).jpg,Unripe,482,729,57,335
GREEN_DATA (794).jpg,Unripe,574,771,32,192
GREEN_DATA (87).jpg,Unripe,202,499,57,367
GREEN_DATA (571).jpg,Unripe,392,654,260,485
RED_DATA (654).jpg,Ripe,685,880,452,658
RED_DATA (336).jpg,Ripe,694,775,237,314
GREEN_DATA (885).jpg,Unripe,217,581,170,505
BLACK_DATA (68).jpg,Rotten,434,611,435,625
GREEN_DATA (233).jpg,Ripe,534,741,197,417
GREEN_DATA (730).jpg,Unripe,257,534,232,547
RED_DATA (791).jpg,Ripe,129,879,125,897
BLACK_DATA (115).jpg,Rotten,180,268,353,437
BLACK_DATA (379).jpg,Rotten,427,734,445,675
BLACK_DATA (845).jpg,Rotten,689,835,442,550
BLACK_DATA (298).jpg,Rotten,267,492,129,332
BLACK_DATA (309).jpg,Rotten,567,618,332,386
BLACK_DATA (209).jpg,Rotten,377,578,316,523
BLACK_DATA (730).jpg,Rotten,31,160,321,406
RED_DATA (59).jpg,Ripe,197,415,459,671
BLACK_DATA (80).jpg,Rotten,74,247,515,672
RED_DATA (383).jpg,Ripe,560,984,132,533
RED_DATA (173).jpg,Ripe,736,854,566,681
GREEN_DATA (259).jpg,Unripe,498,532,656,706
GREEN_DATA (120).jpg,Ripe,577,625,208,259
BLACK_DATA (570).jpg,Rotten,487,569,278,345
RED_DATA (379).jpg,Ripe,987,1402,365,765
RED_DATA (532).jpg,Ripe,224,587,497,940
BLACK_DATA (666).jpg,Rotten,242,409,119,304
RED_DATA (640).jpg,Ripe,485,937,402,891
BLACK_DATA (58).jpg,Rotten,342,676,275,587
GREEN_DATA (107).jpg,Ripe,407,616,297,549
GREEN_DATA (459).jpg,Unripe,489,559,296,367
BLACK_DATA (291).jpg,Rotten,422,646,69,239
RED_DATA (802).jpg,Ripe,114,754,232,894
BLACK_DATA (712).jpg,Rotten,234,324,577,662
RED_DATA (858).jpg,Ripe,53,773,129,925
GREEN_DATA (218).jpg,Unripe,452,596,210,445
RED_DATA (126).jpg,Ripe,484,659,237,429
RED_DATA (458).jpg,Ripe,609,944,345,838
RED_DATA (534).jpg,Ripe,362,920,202,765
GREEN_DATA (735).jpg,Unripe,474,864,162,602
BLACK_DATA (828).jpg,Rotten,231,291,468,516
RED_DATA (370).jpg,Ripe,417,677,222,487
GREEN_DATA (403).jpg,Unripe,332,509,184,412
BLACK_DATA (441).jpg,Rotten,187,299,292,382
RED_DATA (262).jpg,Unripe,462,730,499,713
BLACK_DATA (101).jpg,Rotten,297,380,184,230
RED_DATA (643).jpg,Ripe,532,1260,260,860
RED_DATA (274).jpg,Ripe,137,546,267,651
GREEN_DATA (732).jpg,Unripe,581,781,422,597
GREEN_DATA (386).jpg,Unripe,314,429,602,677
BLACK_DATA (772).jpg,Rotten,697,766,329,393
RED_DATA (460).jpg,Ripe,849,1117,350,668
BLACK_DATA (608).jpg,Rotten,529,586,755,812
GREEN_DATA (494).jpg,Unripe,92,512,219,534
RED_DATA (536).jpg,Ripe,63,260,475,665
BLACK_DATA (771).jpg,Rotten,679,787,453,531
BLACK_DATA (322).jpg,Rotten,487,529,410,458
RED_DATA (461).jpg,Ripe,979,1264,199,489
GREEN_DATA (9).jpg,Ripe,409,604,443,595
RED_DATA (250).jpg,Ripe,716,966,177,432
RED_DATA (365).jpg,Ripe,1079,1419,808,1003
BLACK_DATA (850).jpg,Rotten,550,619,442,511
GREEN_DATA (594).jpg,Unripe,462,696,202,449
RED_DATA (371).jpg,Ripe,627,1277,327,914
GREEN_DATA (53).jpg,Unripe,252,474,180,394
RED_DATA (747).jpg,Ripe,92,878,119,904
BLACK_DATA (138).jpg,Rotten,227,379,187,316
RED_DATA (479).jpg,Ripe,270,470,375,618
BLACK_DATA (115).jpg,Rotten,721,976,322,546
BLACK_DATA (364).jpg,Rotten,214,394,239,469
BLACK_DATA (73).jpg,Rotten,132,896,150,814
GREEN_DATA (370).jpg,Unripe,179,319,607,742
BLACK_DATA (115).jpg,Rotten,694,834,202,282
GREEN_DATA (229).jpg,Unripe,247,389,160,282
BLACK_DATA (686).jpg,Rotten,81,133,221,265
BLACK_DATA (458).jpg,Rotten,586,676,287,395
GREEN_DATA (790).jpg,Unripe,349,719,230,574
BLACK_DATA (101).jpg,Rotten,0,75,388,468
GREEN_DATA (616).jpg,Unripe,134,357,179,385
GREEN_DATA (697).jpg,Unripe,447,719,320,583
BLACK_DATA (795).jpg,Rotten,438,529,184,263
BLACK_DATA (40).jpg,Rotten,779,901,582,680
RED_DATA (165).jpg,Ripe,104,404,62,320
RED_DATA (958).jpg,Ripe,162,550,384,721
GREEN_DATA (190).jpg,Unripe,424,634,255,465
BLACK_DATA (152).jpg,Rotten,55,113,274,328
BLACK_DATA (721).jpg,Rotten,444,626,297,462
GREEN_DATA (687).jpg,Unripe,187,329,322,449
BLACK_DATA (278).jpg,Rotten,197,443,196,425
GREEN_DATA (529).jpg,Unripe,132,214,360,447
GREEN_DATA (534).jpg,Unripe,312,531,222,447
BLACK_DATA (16).jpg,Rotten,295,340,619,660
RED_DATA (712).jpg,Ripe,242,455,533,655
GREEN_DATA (435).jpg,Ripe,349,541,124,272
GREEN_DATA (529).jpg,Unripe,711,811,182,267
GREEN_DATA (15).jpg,Unripe,727,834,110,214
GREEN_DATA (837).jpg,Unripe,426,632,358,536
RED_DATA (143).jpg,Ripe,257,547,581,884
RED_DATA (559).jpg,Ripe,454,640,116,291
GREEN_DATA (329).jpg,Unripe,458,681,302,540
RED_DATA (949).jpg,Ripe,532,1260,260,860
GREEN_DATA (209).jpg,Unripe,472,636,292,464
BLACK_DATA (713).jpg,Rotten,625,664,282,315
BLACK_DATA (271).jpg,Rotten,454,684,317,557
GREEN_DATA (359).jpg,Unripe,413,472,497,570
RED_DATA (137).jpg,Ripe,372,664,255,530
BLACK_DATA (747).jpg,Rotten,285,387,690,764
GREEN_DATA (397).jpg,Ripe,370,489,531,651
RED_DATA (312).jpg,Ripe,729,926,259,481
GREEN_DATA (566).jpg,Unripe,410,555,531,684
BLACK_DATA (419).jpg,Rotten,417,509,282,375
RED_DATA (524).jpg,Ripe,212,593,110,506
BLACK_DATA (809).jpg,Rotten,40,242,631,827
GREEN_DATA (494).jpg,Unripe,432,739,54,379
GREEN_DATA (666).jpg,Unripe,442,624,224,392
GREEN_DATA (11).jpg,Ripe,463,504,610,666
BLACK_DATA (323).jpg,Rotten,768,888,231,331
RED_DATA (718).jpg,Ripe,937,1235,648,948
BLACK_DATA (368).jpg,Rotten,739,826,92,170
RED_DATA (207).jpg,Ripe,112,315,561,784
BLACK_DATA (828).jpg,Rotten,360,418,601,663
RED_DATA (664).jpg,Ripe,609,972,465,803
BLACK_DATA (345).jpg,Rotten,254,297,470,517
BLACK_DATA (828).jpg,Rotten,674,730,253,303
GREEN_DATA (620).jpg,Unripe,220,490,524,761
GREEN_DATA (535).jpg,Unripe,354,569,242,440
RED_DATA (561).jpg,Ripe,775,1127,127,518
BLACK_DATA (308).jpg,Rotten,666,687,0,25
BLACK_DATA (658).jpg,Rotten,340,414,354,414
BLACK_DATA (775).jpg,Rotten,254,561,40,277
RED_DATA (400).jpg,Ripe,487,695,194,484
BLACK_DATA (115).jpg,Rotten,187,267,454,536
RED_DATA (354).jpg,Unripe,129,267,344,516
GREEN_DATA (354).jpg,Unripe,147,359,187,387
GREEN_DATA (50).jpg,Ripe,367,554,152,355
BLACK_DATA (270).jpg,Rotten,293,482,368,597
BLACK_DATA (593).jpg,Rotten,740,922,588,842
BLACK_DATA (314).jpg,Rotten,706,974,27,235
BLACK_DATA (793).jpg,Rotten,442,551,232,344
RED_DATA (301).jpg,Ripe,309,566,192,460
RED_DATA (192).jpg,Ripe,696,996,170,475
GREEN_DATA (767).jpg,Unripe,319,639,157,449
GREEN_DATA (877).jpg,Ripe,152,482,304,576
GREEN_DATA (894).jpg,Unripe,659,821,222,392
BLACK_DATA (10).jpg,Rotten,699,974,347,602
GREEN_DATA (580).jpg,Unripe,154,630,194,660
BLACK_DATA (185).jpg,Rotten,344,709,230,547
BLACK_DATA (686).jpg,Rotten,756,801,356,400
BLACK_DATA (535).jpg,Rotten,234,402,472,654
RED_DATA (156).jpg,Ripe,392,616,334,559
BLACK_DATA (617).jpg,Rotten,108,237,148,235
GREEN_DATA (24).jpg,Ripe,287,367,471,536
RED_DATA (621).jpg,Ripe,536,943,516,900
BLACK_DATA (303).jpg,Rotten,807,940,331,457
GREEN_DATA (289).jpg,Unripe,374,504,227,370
BLACK_DATA (45).jpg,Rotten,387,477,144,227
BLACK_DATA (68).jpg,Rotten,707,884,165,331
BLACK_DATA (629).jpg,Rotten,382,523,321,467
BLACK_DATA (368).jpg,Rotten,724,809,412,490
BLACK_DATA (26).jpg,Rotten,323,458,217,363
BLACK_DATA (818).jpg,Rotten,966,992,511,539
RED_DATA (303).jpg,Ripe,586,703,631,736
BLACK_DATA (743).jpg,Rotten,364,455,452,535
GREEN_DATA (157).jpg,Unripe,310,520,829,979
GREEN_DATA (50).jpg,Ripe,315,463,328,476
GREEN_DATA (493).jpg,Unripe,424,611,252,422
BLACK_DATA (494).jpg,Rotten,667,690,505,528
RED_DATA (733).jpg,Ripe,155,450,572,907
RED_DATA (572).jpg,Ripe,492,1009,312,728
GREEN_DATA (642).jpg,Unripe,30,465,609,926
BLACK_DATA (26).jpg,Rotten,418,576,255,383
GREEN_DATA (822).jpg,Unripe,189,487,210,540
GREEN_DATA (10).jpg,Unripe,990,1719,2110,2679
RED_DATA (951).jpg,Ripe,662,1002,412,744
RED_DATA (809).jpg,Ripe,152,819,132,729
RED_DATA (253).jpg,Ripe,65,816,155,913
GREEN_DATA (216).jpg,Unripe,619,844,65,287
BLACK_DATA (68).jpg,Rotten,671,825,332,503
GREEN_DATA (91).jpg,Unripe,421,518,37,120
GREEN_DATA (847).jpg,Unripe,257,406,419,572
RED_DATA (440).jpg,Ripe,25,505,442,815
RED_DATA (767).jpg,Ripe,257,756,100,647
GREEN_DATA (482).jpg,Unripe,342,514,207,339
BLACK_DATA (16).jpg,Rotten,316,366,311,359
BLACK_DATA (726).jpg,Rotten,340,364,425,447
RED_DATA (920).jpg,Ripe,92,926,112,889
RED_DATA (466).jpg,Ripe,182,389,542,770
RED_DATA (3).jpg,Ripe,377,696,125,412
GREEN_DATA (103).jpg,Ripe,327,529,77,275
BLACK_DATA (588).jpg,Rotten,394,422,418,447
BLACK_DATA (133).jpg,Rotten,437,587,137,295
BLACK_DATA (533).jpg,Rotten,571,669,522,644
RED_DATA (401).jpg,Ripe,685,872,372,575
RED_DATA (190).jpg,Unripe,323,606,83,446
GREEN_DATA (672).jpg,Ripe,109,427,342,642
GREEN_DATA (30).jpg,Unripe,497,569,426,500
RED_DATA (727).jpg,Ripe,155,549,652,1047
RED_DATA (283).jpg,Ripe,272,454,115,305
RED_DATA (665).jpg,Ripe,1244,1464,265,600
GREEN_DATA (58).jpg,Ripe,696,904,249,429
GREEN_DATA (813).jpg,Unripe,280,468,173,418
BLACK_DATA (196).jpg,Rotten,368,560,389,601
BLACK_DATA (851).jpg,Rotten,928,962,159,190
RED_DATA (564).jpg,Ripe,675,987,202,487
RED_DATA (646).jpg,Ripe,417,904,379,934
BLACK_DATA (49).jpg,Rotten,657,746,404,502
GREEN_DATA (512).jpg,Unripe,350,447,374,470
RED_DATA (745).jpg,Ripe,97,934,157,843
GREEN_DATA (223).jpg,Ripe,245,397,360,496
GREEN_DATA (595).jpg,Unripe,309,582,204,461
RED_DATA (727).jpg,Ripe,1205,1455,4,247
GREEN_DATA (255).jpg,Ripe,351,601,154,363
BLACK_DATA (658).jpg,Rotten,375,461,551,625
GREEN_DATA (713).jpg,Unripe,79,184,172,269
GREEN_DATA (646).jpg,Unripe,185,353,372,499
GREEN_DATA (628).jpg,Unripe,503,642,175,287
RED_DATA (208).jpg,Ripe,349,474,600,762
BLACK_DATA (413).jpg,Rotten,134,389,67,332
RED_DATA (348).jpg,Ripe,329,496,445,604
BLACK_DATA (705).jpg,Rotten,702,837,406,539
RED_DATA (706).jpg,Ripe,480,1005,380,893
RED_DATA (729).jpg,Ripe,632,935,370,682
GREEN_DATA (843).jpg,Unripe,480,660,253,438
GREEN_DATA (845).jpg,Unripe,379,599,35,257
GREEN_DATA (844).jpg,Unripe,269,416,332,446
GREEN_DATA (588).jpg,Unripe,374,674,360,607
GREEN_DATA (461).jpg,Unripe,545,615,287,357
BLACK_DATA (199).jpg,Rotten,824,976,54,202
GREEN_DATA (619).jpg,Ripe,374,611,187,417
GREEN_DATA (445).jpg,Unripe,714,846,270,402
GREEN_DATA (770).jpg,Unripe,57,304,365,602
GREEN_DATA (850).jpg,Unripe,307,689,237,557
GREEN_DATA (439).jpg,Unripe,610,678,395,454
BLACK_DATA (101).jpg,Rotten,560,667,404,485
BLACK_DATA (148).jpg,Rotten,77,447,122,477
BLACK_DATA (664).jpg,Rotten,525,743,359,569
BLACK_DATA (354).jpg,Rotten,137,242,190,295
RED_DATA (819).jpg,Ripe,142,894,244,884
BLACK_DATA (48).jpg,Rotten,515,688,356,532
RED_DATA (485).jpg,Ripe,837,1097,222,510
BLACK_DATA (718).jpg,Rotten,806,956,225,370
BLACK_DATA (361).jpg,Rotten,139,754,114,667
BLACK_DATA (249).jpg,Rotten,355,551,283,461
GREEN_DATA (714).jpg,Unripe,354,729,195,507
GREEN_DATA (314).jpg,Unripe,347,528,257,449
BLACK_DATA (464).jpg,Rotten,507,684,94,304
GREEN_DATA (441).jpg,Ripe,9,499,499,881
RED_DATA (35).jpg,Ripe,199,459,107,337
RED_DATA (518).jpg,Ripe,710,918,371,548
BLACK_DATA (625).jpg,Rotten,230,679,121,558
BLACK_DATA (559).jpg,Rotten,224,363,535,655
RED_DATA (829).jpg,Ripe,384,649,237,459
BLACK_DATA (345).jpg,Rotten,345,389,184,223
BLACK_DATA (376).jpg,Rotten,606,864,15,262
RED_DATA (494).jpg,Ripe,174,459,830,1162
RED_DATA (520).jpg,Ripe,774,1160,262,690
RED_DATA (179).jpg,Unripe,625,741,404,514
BLACK_DATA (128).jpg,Rotten,565,624,433,497
GREEN_DATA (316).jpg,Unripe,527,699,614,788
RED_DATA (284).jpg,Ripe,247,644,397,737
BLACK_DATA (77).jpg,Rotten,77,257,315,510
RED_DATA (483).jpg,Ripe,462,769,417,738
GREEN_DATA (481).jpg,Unripe,530,678,154,266
RED_DATA (304).jpg,Unripe,134,240,262,353
GREEN_DATA (364).jpg,Unripe,816,914,332,412
BLACK_DATA (275).jpg,Rotten,159,335,425,564
GREEN_DATA (902).jpg,Unripe,260,417,474,611
BLACK_DATA (530).jpg,Rotten,45,270,599,794
RED_DATA (611).jpg,Ripe,375,650,227,523
RED_DATA (533).jpg,Ripe,621,859,879,1249
RED_DATA (782).jpg,Ripe,529,971,225,620
RED_DATA (713).jpg,Ripe,620,1147,340,840
BLACK_DATA (302).jpg,Rotten,544,831,352,657
RED_DATA (984).jpg,Ripe,302,645,655,1054
GREEN_DATA (464).jpg,Ripe,439,581,281,410
GREEN_DATA (432).jpg,Unripe,679,748,289,365
RED_DATA (169).jpg,Ripe,359,654,30,292
BLACK_DATA (148).jpg,Rotten,551,919,52,459
GREEN_DATA (25).jpg,Ripe,219,294,344,425
RED_DATA (541).jpg,Ripe,515,712,520,738
GREEN_DATA (461).jpg,Unripe,601,672,102,151
BLACK_DATA (45).jpg,Rotten,97,197,287,372
GREEN_DATA (182).jpg,Unripe,487,689,250,470
GREEN_DATA (563).jpg,Unripe,536,694,289,469
GREEN_DATA (734).jpg,Unripe,616,816,157,324
BLACK_DATA (630).jpg,Rotten,228,523,509,864
RED_DATA (563).jpg,Ripe,227,517,593,823
GREEN_DATA (572).jpg,Unripe,404,629,349,577
RED_DATA (848).jpg,Ripe,122,909,107,937
GREEN_DATA (11).jpg,Ripe,146,204,530,582
GREEN_DATA (429).jpg,Unripe,219,315,111,197
BLACK_DATA (40).jpg,Rotten,384,484,340,440
GREEN_DATA (609).jpg,Unripe,668,932,269,575
BLACK_DATA (712).jpg,Rotten,621,734,544,631
GREEN_DATA (153).jpg,Unripe,89,399,180,517
BLACK_DATA (680).jpg,Rotten,422,756,207,492
RED_DATA (37).jpg,Ripe,275,453,279,489
RED_DATA (456).jpg,Ripe,314,684,107,454
GREEN_DATA (122).jpg,Ripe,632,712,228,309
RED_DATA (515).jpg,Ripe,242,617,427,820
BLACK_DATA (705).jpg,Rotten,579,699,402,518
RED_DATA (826).jpg,Ripe,247,681,152,502
RED_DATA (210).jpg,Ripe,244,508,237,478
RED_DATA (140).jpg,Ripe,482,550,467,525
BLACK_DATA (152).jpg,Rotten,205,250,238,284
BLACK_DATA (98).jpg,Rotten,43,116,76,147
GREEN_DATA (504).jpg,Unripe,432,700,304,609
BLACK_DATA (101).jpg,Rotten,486,575,513,587
GREEN_DATA (453).jpg,Unripe,409,571,249,417
GREEN_DATA (709).jpg,Unripe,194,364,307,456
BLACK_DATA (488).jpg,Rotten,106,558,436,945
RED_DATA (948).jpg,Ripe,312,1050,322,1022
GREEN_DATA (897).jpg,Unripe,569,746,497,662
GREEN_DATA (507).jpg,Unripe,294,349,340,393
BLACK_DATA (581).jpg,Rotten,507,771,202,452
RED_DATA (210).jpg,Ripe,374,691,375,652
GREEN_DATA (90).jpg,Unripe,402,489,334,417
RED_DATA (980).jpg,Ripe,307,592,523,870
RED_DATA (664).jpg,Ripe,17,377,670,990
RED_DATA (476).jpg,Ripe,339,890,179,709
GREEN_DATA (434).jpg,Unripe,702,848,208,338
GREEN_DATA (549).jpg,Unripe,314,646,312,592
RED_DATA (315).jpg,Ripe,264,367,432,550
RED_DATA (394).jpg,Ripe,486,737,325,624
RED_DATA (631).jpg,Ripe,179,384,299,529
RED_DATA (402).jpg,Ripe,447,642,2,200
GREEN_DATA (45).jpg,Unripe,282,444,115,270
BLACK_DATA (216).jpg,Rotten,683,743,230,292
RED_DATA (442).jpg,Ripe,727,1134,407,798
RED_DATA (283).jpg,Ripe,349,609,288,520
RED_DATA (661).jpg,Ripe,402,964,460,967
RED_DATA (431).jpg,Ripe,37,521,117,587
RED_DATA (804).jpg,Ripe,129,901,112,871
GREEN_DATA (802).jpg,Unripe,397,536,257,402
BLACK_DATA (153).jpg,Rotten,707,747,381,430
RED_DATA (110).jpg,Ripe,479,756,508,790
RED_DATA (867).jpg,Ripe,77,687,274,901
BLACK_DATA (798).jpg,Rotten,336,359,294,313
GREEN_DATA (176).jpg,Unripe,219,372,94,262
RED_DATA (902).jpg,Ripe,273,775,150,613
BLACK_DATA (674).jpg,Rotten,307,389,157,225
GREEN_DATA (594).jpg,Unripe,606,941,436,666
BLACK_DATA (323).jpg,Rotten,847,954,120,248
BLACK_DATA (558).jpg,Rotten,273,350,230,311
BLACK_DATA (652).jpg,Rotten,224,462,369,619
BLACK_DATA (276).jpg,Rotten,22,144,352,450
GREEN_DATA (491).jpg,Unripe,376,569,152,339
GREEN_DATA (318).jpg,Unripe,473,587,204,337
RED_DATA (385).jpg,Ripe,562,845,367,670
RED_DATA (735).jpg,Ripe,609,1152,337,819
BLACK_DATA (672).jpg,Rotten,295,391,92,170
BLACK_DATA (617).jpg,Rotten,384,495,630,755
BLACK_DATA (228).jpg,Rotten,281,724,101,883
GREEN_DATA (147).jpg,Unripe,424,579,324,489
RED_DATA (18).jpg,Ripe,475,1454,334,1384
BLACK_DATA (598).jpg,Rotten,707,750,541,573
RED_DATA (922).jpg,Ripe,129,849,249,914
GREEN_DATA (470).jpg,Unripe,328,525,291,460
BLACK_DATA (248).jpg,Rotten,529,714,222,462
BLACK_DATA (604).jpg,Rotten,408,478,333,387
BLACK_DATA (434).jpg,Rotten,639,726,430,500
GREEN_DATA (416).jpg,Ripe,467,551,290,375
RED_DATA (844).jpg,Ripe,239,734,65,637
RED_DATA (221).jpg,Ripe,739,1016,164,492
BLACK_DATA (558).jpg,Rotten,855,947,538,635
GREEN_DATA (418).jpg,Unripe,419,649,114,372
RED_DATA (522).jpg,Ripe,737,940,820,1037
RED_DATA (185).jpg,Ripe,509,846,425,727
RED_DATA (458).jpg,Ripe,1077,1402,467,815
GREEN_DATA (623).jpg,Unripe,740,901,285,459
BLACK_DATA (40).jpg,Rotten,934,1024,205,277
GREEN_DATA (90).jpg,Unripe,248,342,192,272
GREEN_DATA (429).jpg,Unripe,318,413,103,207
GREEN_DATA (789).jpg,Unripe,267,629,209,542
RED_DATA (36).jpg,Ripe,180,402,377,589
GREEN_DATA (816).jpg,Unripe,6,188,318,507
BLACK_DATA (748).jpg,Rotten,307,382,599,664
RED_DATA (369).jpg,Ripe,202,660,442,905
RED_DATA (307).jpg,Ripe,227,442,169,382
BLACK_DATA (792).jpg,Rotten,464,565,297,382
GREEN_DATA (74).jpg,Unripe,343,487,570,727
BLACK_DATA (570).jpg,Rotten,546,634,623,691
RED_DATA (31).jpg,Ripe,556,759,292,532
